Origin,WeekOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
FNT,14,3,1,1,1,0
PLN,1,3,1,2,0,0
HDN,17,3,1,2,0,0
BET,3,3,0,3,0,0
ROC,36,3,0,2,1,0
TUL,28,3,2,0,1,0
GSP,28,3,2,1,0,0
CMH,37,3,2,1,0,0
ONT,23,3,0,2,1,0
RST,33,3,1,0,2,0
CAE,19,3,0,0,3,0
CAK,17,3,1,1,1,0
ABE,17,3,1,1,1,0
SJU,20,3,3,0,0,0
TVC,16,3,0,0,3,0
ORF,16,3,2,0,1,0
MOB,25,3,1,2,0,0
FNT,7,3,0,2,1,0
LAN,16,3,2,0,1,0
PSG,48,3,0,3,0,0
ORF,15,3,3,0,0,0
CSG,3,3,2,1,0,0
PDX,18,3,3,0,0,0
KOA,13,3,3,0,0,0
SBP,13,3,1,2,0,0
MHT,12,3,3,0,0,0
GJT,26,3,2,1,0,0
BGR,13,3,0,2,1,0
ELP,17,3,3,0,0,0
ABE,26,3,0,2,1,0
GGG,3,3,0,3,0,0
AZO,27,3,0,2,1,0
MHT,44,3,2,0,1,0
VPS,27,3,0,0,3,0
SMF,16,3,3,0,0,0
TUS,15,3,3,0,0,0
OKC,15,3,2,1,0,0
AZO,24,3,1,0,2,0
MHT,15,3,3,0,0,0
TUL,15,3,3,0,0,0
MGM,11,3,3,0,0,0
BTV,28,3,1,2,0,0
DAL,14,3,3,0,0,0
AVL,27,3,1,0,2,0
FWA,30,3,2,0,1,0
FLG,18,3,3,0,0,0
PHL,41,3,3,0,0,0
MOB,23,3,0,3,0,0
ALO,5,3,1,2,0,0
AVL,25,3,1,0,2,0
BGR,18,3,0,2,1,0
ALO,13,3,3,0,0,0
LNK,9,3,3,0,0,0
DSM,35,3,1,0,2,0
LSE,14,3,1,1,1,0
RST,10,3,3,0,0,0
CHA,9,3,1,0,2,0
EGE,41,3,2,0,1,0
DBQ,12,3,0,2,1,0
PBI,10,3,3,0,0,0
ROA,31,3,3,0,0,0
SJT,11,3,0,3,0,0
SJT,9,3,0,3,0,0
OGG,11,3,3,0,0,0
LNK,22,3,1,0,2,0
SBP,4,3,0,1,2,0
TLH,5,3,2,1,0,0
CRP,33,3,0,3,0,0
MRY,28,3,1,1,1,0
EKO,44,3,3,0,0,0
MTJ,1,3,0,2,1,0
MGM,12,3,3,0,0,0
AVP,2,3,0,2,1,0
TLH,10,3,3,0,0,0
TWF,1,3,0,3,0,0
PSG,32,3,2,1,0,0
SRQ,12,3,3,0,0,0
SJU,10,3,3,0,0,0
RNO,13,3,2,1,0,0
DRO,13,3,2,1,0,0
LEX,21,3,1,1,1,0
PSP,13,3,3,0,0,0
BET,32,3,0,3,0,0
GJT,13,3,3,0,0,0
TYS,44,3,2,0,1,0
ABE,12,3,1,1,1,0
JAN,52,3,1,2,0,0
LNK,12,3,1,0,2,0
HNL,19,3,3,0,0,0
SUN,12,3,0,3,0,0
GPT,13,3,0,2,1,0
BOI,12,3,3,0,0,0
MRY,12,3,1,1,1,0
ADQ,2,3,2,1,0,0
ROA,29,3,2,0,1,0
SBA,10,3,3,0,0,0
JAX,19,3,3,0,0,0
SDF,19,3,0,0,3,0
HNL,8,3,3,0,0,0
FSD,0,3,3,0,0,0
SGF,20,3,1,0,2,0
CRW,9,3,2,1,0,0
MLU,6,3,1,2,0,0
ITO,49,3,3,0,0,0
TUS,0,3,2,1,0,0
PDX,27,3,3,0,0,0
LIT,19,3,1,2,0,0
CHA,45,3,1,2,0,0
CSG,49,3,2,0,1,0
SBA,11,3,2,1,0,0
IDA,11,3,2,1,0,0
GRK,12,3,1,2,0,0
WRG,32,3,1,2,0,0
PBI,21,3,1,2,0,0
TEX,10,3,1,2,0,0
SPI,9,3,1,1,1,0
MBS,9,3,1,0,2,0
CMI,18,3,1,0,2,0
BOI,25,3,2,0,1,0
OGG,17,3,3,0,0,0
ABQ,49,3,1,1,1,0
MLU,11,3,0,3,0,0
ELP,18,3,1,2,0,0
CWA,12,3,0,1,2,0
PIA,28,3,2,0,1,0
BIL,40,3,1,2,0,0
GSP,48,3,1,1,1,0
SDF,37,3,1,1,1,0
ATW,26,3,1,0,2,0
SUN,0,3,0,3,0,0
ALB,28,3,2,1,0,0
XNA,47,3,3,0,0,0
AMA,10,3,0,3,0,0
EYW,33,3,0,3,0,0
RAP,0,3,3,0,0,0
KTN,33,3,1,2,0,0
MBS,31,3,1,1,1,0
SJT,3,3,1,2,0,0
BTV,11,3,1,1,1,0
PIA,45,3,0,0,3,0
AVL,10,3,1,1,1,0
GRR,1,3,2,1,0,0
FLL,43,3,3,0,0,0
BDL,19,3,2,0,1,0
SDF,33,3,2,1,0,0
ALB,27,3,1,1,1,0
PSP,48,3,3,0,0,0
SBP,52,3,0,3,0,0
BTM,51,3,0,3,0,0
SHV,41,3,3,0,0,0
LEX,37,3,0,3,0,0
KTN,37,3,0,3,0,0
MKE,37,3,2,0,1,0
YUM,0,3,2,0,1,0
RNO,30,3,2,1,0,0
CID,30,3,0,2,1,0
BTR,30,3,3,0,0,0
MLI,25,3,2,0,1,0
JAN,0,3,3,0,0,0
SAT,47,3,2,1,0,0
MSY,10,3,2,1,0,0
TXK,12,3,1,2,0,0
ELP,2,3,1,1,1,0
TOL,3,3,0,0,3,0
LFT,32,3,0,3,0,0
JNU,7,3,1,2,0,0
CMX,2,3,1,1,1,0
JAN,28,3,1,1,1,0
GNV,9,3,3,0,0,0
RSW,8,3,1,2,0,0
SJU,52,3,2,1,0,0
MGM,6,3,2,1,0,0
ROA,9,3,0,2,1,0
ILM,1,3,1,2,0,0
BGR,19,3,1,0,2,0
GJT,50,3,1,2,0,0
ERI,6,3,0,3,0,0
ERI,5,3,2,1,0,0
SBA,18,3,3,0,0,0
MSO,51,3,0,2,1,0
AVL,13,3,1,0,2,0
ELP,1,3,2,1,0,0
TOL,6,3,0,0,3,0
CMI,8,3,0,2,1,0
MQT,5,3,0,2,1,0
CMI,7,3,1,1,1,0
DAY,43,3,3,0,0,0
OAJ,35,3,0,3,0,0
JAN,8,3,3,0,0,0
PBI,17,3,1,1,1,0
IDA,25,3,3,0,0,0
BOI,20,3,3,0,0,0
SPI,49,3,1,0,2,0
ERI,2,3,1,2,0,0
JAN,21,3,1,0,2,0
HHH,8,3,1,2,0,0
RNO,38,3,3,0,0,0
SAV,13,3,1,1,1,0
OKC,19,3,2,0,1,0
SWF,7,3,0,3,0,0
TOL,8,3,0,1,2,0
AVL,11,3,3,0,0,0
GNV,7,3,3,0,0,0
PFN,7,3,1,1,1,0
PBI,8,3,1,2,0,0
DHN,33,3,0,3,0,0
MRY,8,3,0,3,0,0
MDT,12,3,2,0,1,0
CEC,8,3,3,0,0,0
ACV,7,3,1,0,2,0
RAP,7,3,0,3,0,0
BIL,7,3,1,2,0,0
MLI,7,3,2,0,1,0
CWA,29,3,3,0,0,0
SGF,21,3,0,2,1,0
GJT,7,3,3,0,0,0
GSP,0,3,2,0,1,0
CLL,9,3,0,3,0,0
JAN,30,3,2,0,1,0
LBB,13,3,1,2,0,0
BNA,41,3,1,1,1,0
VLD,2,3,0,3,0,0
TLH,24,3,2,1,0,0
ALO,9,3,2,0,1,0
COS,19,3,2,1,0,0
SYR,16,3,0,2,1,0
BZN,5,3,1,1,1,0
MOD,5,3,1,2,0,0
FLL,22,3,3,0,0,0
TRI,8,3,3,0,0,0
BHM,52,3,1,2,0,0
CPR,8,3,3,0,0,0
RSW,10,3,2,1,0,0
FSD,8,3,1,1,1,0
GSP,18,3,1,1,1,0
PDX,17,3,3,0,0,0
GRK,7,3,1,2,0,0
EGE,7,3,1,2,0,0
TUS,49,3,2,0,1,0
RDD,0,3,1,0,2,0
SBP,6,3,2,1,0,0
IDA,28,3,3,0,0,0
SGF,45,3,2,0,1,0
PNS,10,3,0,3,0,0
YUM,5,3,2,1,0,0
ICT,37,3,1,2,0,0
CHA,48,3,2,0,1,0
SJU,18,3,3,0,0,0
MBS,7,3,3,0,0,0
PDX,41,3,3,0,0,0
LAN,27,3,0,1,2,0
CWA,0,3,0,3,0,0
SPI,12,3,1,1,1,0
RDU,39,3,2,0,1,0
MYR,12,3,3,0,0,0
LEX,27,3,1,0,2,0
ERI,4,3,2,0,1,0
GRR,46,3,3,0,0,0
PDX,15,3,2,1,0,0
SBA,26,3,2,0,1,0
GTR,2,3,0,3,0,0
GSP,44,3,1,1,1,0
BGR,49,3,1,2,0,0
TEX,6,3,1,2,0,0
MLU,13,3,0,0,3,0
DAY,37,3,0,3,0,0
MRY,44,3,2,0,1,0
SHV,25,3,2,0,1,0
MQT,51,3,1,2,0,0
KOA,16,3,3,0,0,0
SYR,35,3,1,2,0,0
ADQ,51,3,0,3,0,0
ELP,13,3,2,0,1,0
RAP,9,3,3,0,0,0
CWA,6,3,1,0,2,0
RST,14,3,0,2,1,0
PBI,45,3,2,1,0,0
BFL,1,3,2,0,1,0
RSW,17,3,0,1,2,0
LNK,8,3,0,0,3,0
BHM,26,3,2,1,0,0
CRP,7,3,1,2,0,0
FWA,0,3,1,1,1,0
MDW,41,3,3,0,0,0
ACV,45,3,0,3,0,0
FSM,7,3,3,0,0,0
SUN,6,3,1,2,0,0
ITH,49,3,0,2,1,0
SBA,2,3,2,1,0,0
CHA,49,3,2,1,0,0
PFN,49,3,0,2,1,0
RSW,31,3,0,3,0,0
YUM,14,3,3,0,0,0
ATW,35,3,1,0,2,0
PWM,22,3,1,1,1,0
BET,4,3,0,3,0,0
FAI,4,3,2,1,0,0
ELP,16,3,2,1,0,0
LBB,6,3,1,2,0,0
FAR,13,3,1,0,2,0
SWF,9,3,2,1,0,0
MGM,3,3,2,1,0,0
ROA,4,3,1,2,0,0
FWA,35,3,0,1,2,0
ERI,3,3,0,1,2,0
MKE,33,3,2,0,1,0
JAN,10,3,1,2,0,0
FAR,22,3,0,0,3,0
MLU,2,3,0,3,0,0
RSW,12,3,3,0,0,0
LSE,1,3,1,0,2,0
XNA,38,3,2,0,1,0
SAV,28,3,3,0,0,0
CMI,0,3,0,3,0,0
SJU,11,3,1,2,0,0
RST,52,3,0,3,0,0
PVD,26,3,1,2,0,0
MLU,12,3,1,2,0,0
FLL,20,3,3,0,0,0
CAE,43,3,2,0,1,0
RNO,19,3,2,1,0,0
BGR,11,3,0,2,1,0
JAN,20,3,1,1,1,0
GRB,24,3,3,0,0,0
ABQ,28,3,2,1,0,0
OMA,48,3,1,0,2,0
MFR,52,3,0,3,0,0
GPT,19,3,1,2,0,0
MHT,0,3,2,0,1,0
MQT,13,3,0,3,0,0
ABQ,18,3,2,0,1,0
LRD,29,3,1,2,0,0
PWM,17,3,0,1,2,0
ABY,2,3,0,3,0,0
FLL,18,3,2,1,0,0
MOD,2,3,0,3,0,0
PVD,49,3,0,1,2,0
GSP,45,3,0,1,2,0
MOB,1,3,1,2,0,0
OTZ,25,3,2,1,0,0
JAX,17,3,0,1,2,0
BRO,2,3,0,3,0,0
BOI,30,3,3,0,0,0
STL,47,3,3,0,0,0
LSE,27,3,1,1,1,0
AMA,44,3,1,0,2,0
GPT,3,3,1,2,0,0
FAI,1,3,2,1,0,0
OKC,25,3,2,1,0,0
SGF,0,3,3,0,0,0
GNV,3,3,1,2,0,0
PLN,4,3,1,1,1,0
EKO,2,3,0,3,0,0
AVL,3,3,1,2,0,0
SAV,14,3,1,0,2,0
CWA,2,3,2,0,1,0
MOB,5,3,2,1,0,0
CHA,33,3,2,0,1,0
CAE,12,3,3,0,0,0
ABQ,52,3,3,0,0,0
MRY,19,3,1,2,0,0
OMA,1,3,2,0,1,0
GCC,51,3,1,2,0,0
PBI,25,3,2,1,0,0
DAY,1,3,1,1,1,0
AGS,3,3,0,3,0,0
PHF,49,3,1,0,2,0
PWM,4,3,0,2,1,0
FWA,29,3,3,0,0,0
JAN,18,3,0,2,1,0
MLI,10,3,1,1,1,0
SHV,48,3,2,0,1,0
PSC,4,3,0,3,0,0
ABE,30,3,2,1,0,0
LAW,14,3,0,3,0,0
DSM,10,3,2,1,0,0
CID,10,3,3,0,0,0
BTR,12,3,2,1,0,0
SYR,43,3,3,0,0,0
YUM,16,3,3,0,0,0
FAR,2,3,2,0,1,0
BOI,2,3,2,1,0,0
HRL,1,3,3,0,0,0
ACT,21,3,1,2,0,0
JAN,14,3,2,1,0,0
MRY,10,3,3,0,0,0
EUG,1,3,0,0,3,0
CRW,1,3,1,0,2,0
SBP,1,3,1,0,2,0
SDF,41,3,1,1,1,0
MHT,27,3,0,1,2,0
MYR,27,3,1,0,2,0
CIC,0,3,0,0,3,0
GRR,10,3,3,0,0,0
YUM,11,3,2,1,0,0
BOI,1,3,2,0,1,0
MDT,1,3,3,0,0,0
ICT,40,3,2,1,0,0
MLU,4,3,1,2,0,0
GPT,4,3,0,2,1,0
BHM,0,3,3,0,0,0
CWA,17,3,1,0,2,0
ABE,37,3,2,0,1,0
MOB,49,3,0,3,0,0
HPN,0,3,1,2,0,0
ORF,8,3,2,0,1,0
OGG,35,3,3,0,0,0
GFK,4,3,0,3,0,0
MHT,10,3,3,0,0,0
TOL,1,3,1,0,2,0
YUM,12,3,2,1,0,0
FAR,6,3,1,0,2,0
MYR,46,3,3,0,0,0
DRO,3,3,0,1,2,0
IDA,3,3,2,1,0,0
AEX,19,3,0,3,0,0
ORF,52,3,2,0,1,0
PWM,0,3,2,0,1,0
ILM,3,3,1,2,0,0
PVD,43,3,2,0,1,0
JAN,4,3,1,2,0,0
ROC,44,3,1,1,1,0
SAV,38,3,1,1,1,0
GTR,3,3,0,3,0,0
BIL,49,3,0,3,0,0
BFL,4,3,0,3,0,0
CHA,31,3,0,2,1,0
OGG,9,3,3,0,0,0
CRP,24,3,0,3,0,0
SPS,18,3,0,3,0,0
MFR,2,3,1,2,0,0
PSP,1,3,3,0,0,0
ILM,2,3,0,3,0,0
CMX,3,3,1,0,2,0
FSD,14,3,1,1,1,0
LIT,52,3,2,1,0,0
HDN,1,3,1,2,0,0
AVL,19,3,0,0,3,0
TLH,28,3,1,1,1,0
AMA,42,3,0,3,0,0
CRW,49,3,0,1,2,0
GSO,0,3,3,0,0,0
PBI,5,3,0,3,0,0
CRP,32,3,0,3,0,0
PSP,0,3,1,2,0,0
HRL,2,3,0,3,0,0
TWF,5,3,1,2,0,0
CEC,3,3,1,0,2,0
GRK,24,3,0,3,0,0
COS,26,3,3,0,0,0
FSM,6,3,2,1,0,0
ACV,39,3,0,3,0,0
SRQ,31,3,2,1,0,0
MLI,39,3,2,1,0,0
BMI,13,3,0,0,3,0
AVP,30,3,0,0,3,0
FAI,16,3,2,1,0,0
TYS,10,3,3,0,0,0
ERI,52,3,1,1,1,0
GJT,23,3,3,0,0,0
LNK,1,3,0,0,3,0
SPS,16,3,2,1,0,0
ALO,23,3,0,1,2,0
ANC,38,3,3,0,0,0
SBA,22,3,0,0,3,0
LGB,1,3,3,0,0,0
SBP,33,3,1,2,0,0
CID,18,3,2,0,1,0
HSV,37,3,2,1,0,0
BIL,27,3,3,0,0,0
CLL,11,3,0,3,0,0
MDT,36,3,1,2,0,0
BOI,7,3,1,0,2,0
FSM,9,3,0,3,0,0
MLI,24,3,3,0,0,0
OMA,15,3,3,0,0,0
SRQ,13,3,1,0,2,0
FLO,2,3,0,3,0,0
ROC,19,3,2,0,1,0
RNO,11,3,1,2,0,0
ABE,8,3,0,2,1,0
MTJ,4,3,2,1,0,0
ELM,3,3,2,1,0,0
MOD,1,3,0,0,3,0
MHT,1,3,2,1,0,0
ACK,24,3,0,0,3,0
HSV,8,3,2,1,0,0
BUR,39,3,3,0,0,0
LAW,24,3,0,3,0,0
ONT,21,3,2,1,0,0
OXR,48,3,0,3,0,0
TOL,12,3,0,0,3,0
MOB,52,3,2,1,0,0
SDF,45,3,2,0,1,0
BFL,2,3,0,3,0,0
MFE,49,2,2,0,0,0
WRG,52,2,1,1,0,0
OME,51,2,2,0,0,0
CDV,51,2,1,1,0,0
BET,51,2,1,1,0,0
ITH,52,2,0,2,0,0
ELM,50,2,0,2,0,0
ELM,49,2,0,0,2,0
ERI,48,2,0,2,0,0
RHI,51,2,2,0,0,0
RHI,50,2,0,1,1,0
CMX,52,2,2,0,0,0
DBQ,48,2,0,0,2,0
RST,49,2,1,0,1,0
CLL,51,2,0,2,0,0
TLH,52,2,1,1,0,0
ILM,49,2,0,0,2,0
FAY,50,2,1,1,0,0
BTR,52,2,1,1,0,0
BMI,49,2,0,1,1,0
FWA,49,2,1,0,1,0
GNV,49,2,1,0,1,0
CSG,51,2,1,0,1,0
AEX,51,2,0,1,1,0
FAY,52,2,0,2,0,0
BQK,51,2,0,2,0,0
BQK,48,2,2,0,0,0
AVL,49,2,1,0,1,0
SUN,49,2,1,1,0,0
ABE,52,2,0,2,0,0
ICT,48,2,0,0,2,0
GUC,50,2,1,1,0,0
AVP,49,2,2,0,0,0
ABE,49,2,1,0,1,0
CEC,50,2,1,0,1,0
RDD,51,2,0,2,0,0
SMX,50,2,0,0,2,0
OXR,51,2,2,0,0,0
BTM,49,2,0,2,0,0
PNS,52,2,2,0,0,0
HLN,51,2,2,0,0,0
SRQ,51,2,1,0,1,0
HTS,51,2,0,2,0,0
SRQ,49,2,1,0,1,0
GJT,51,2,2,0,0,0
TEX,50,2,0,0,2,0
EGE,49,2,0,2,0,0
FSD,48,2,1,0,1,0
BTV,48,2,1,1,0,0
AEX,49,2,0,1,1,0
BRO,49,2,0,2,0,0
AVL,51,2,0,2,0,0
HRL,51,2,2,0,0,0
ABI,51,2,0,2,0,0
AMA,49,2,1,1,0,0
SAT,48,2,2,0,0,0
LIT,48,2,0,1,1,0
HRL,48,2,2,0,0,0
ANC,47,2,2,0,0,0
ADQ,46,2,1,1,0,0
SIT,45,2,1,1,0,0
FAI,45,2,2,0,0,0
STL,46,2,2,0,0,0
OMA,47,2,1,1,0,0
FWA,47,2,2,0,0,0
HDN,49,2,0,2,0,0
LAW,51,2,0,2,0,0
CMH,44,2,1,0,1,0
EVV,48,2,1,0,1,0
CHA,44,2,2,0,0,0
RST,44,2,1,0,1,0
SHV,46,2,1,1,0,0
FAY,49,2,2,0,0,0
BTV,44,2,1,1,0,0
TLH,48,2,2,0,0,0
OAJ,48,2,0,2,0,0
OAJ,45,2,0,1,1,0
GNV,45,2,1,1,0,0
PHF,48,2,1,1,0,0
JAX,46,2,2,0,0,0
CVG,46,2,2,0,0,0
BDL,46,2,2,0,0,0
ILM,45,2,2,0,0,0
MSY,47,2,2,0,0,0
GEG,45,2,2,0,0,0
JFK,46,2,2,0,0,0
OGG,47,2,2,0,0,0
SUN,47,2,1,1,0,0
MTJ,50,2,1,1,0,0
FSD,46,2,2,0,0,0
ICT,44,2,1,1,0,0
BOI,45,2,2,0,0,0
CIC,44,2,1,0,1,0
HSV,47,2,2,0,0,0
SBN,48,2,0,2,0,0
CLD,50,2,1,1,0,0
DSM,47,2,2,0,0,0
FAR,48,2,1,0,1,0
CWA,46,2,2,0,0,0
SYR,45,2,1,1,0,0
TVC,44,2,1,1,0,0
LAN,44,2,0,0,2,0
EGE,44,2,1,1,0,0
PWM,44,2,1,1,0,0
SDF,44,2,2,0,0,0
MKE,44,2,1,0,1,0
ROC,45,2,0,1,1,0
CID,47,2,2,0,0,0
MCI,47,2,2,0,0,0
AUS,47,2,2,0,0,0
TUL,47,2,2,0,0,0
BET,46,2,2,0,0,0
LBB,46,2,2,0,0,0
BUF,46,2,2,0,0,0
BOI,46,2,2,0,0,0
ALB,46,2,1,0,1,0
JAX,45,2,2,0,0,0
ABE,46,2,2,0,0,0
PVD,44,2,1,0,1,0
ORF,44,2,1,1,0,0
MSY,44,2,2,0,0,0
RSW,43,2,1,0,1,0
FLL,42,2,0,2,0,0
BET,43,2,1,1,0,0
AUS,43,2,1,1,0,0
SJU,39,2,2,0,0,0
STL,41,2,2,0,0,0
ROA,43,2,2,0,0,0
SGF,41,2,2,0,0,0
ALO,41,2,1,1,0,0
HSV,40,2,1,1,0,0
TLH,43,2,2,0,0,0
TLH,40,2,2,0,0,0
GRB,43,2,1,0,1,0
CMH,42,2,1,1,0,0
OMA,39,2,2,0,0,0
MSN,42,2,2,0,0,0
XNA,41,2,2,0,0,0
OMA,41,2,2,0,0,0
CAK,40,2,1,1,0,0
DLH,44,2,0,2,0,0
MOB,40,2,2,0,0,0
CRW,43,2,2,0,0,0
OAJ,42,2,1,0,1,0
OGG,41,2,2,0,0,0
GEG,40,2,2,0,0,0
TYR,50,2,0,2,0,0
EWR,39,2,2,0,0,0
DSM,39,2,1,1,0,0
GRR,39,2,2,0,0,0
LIH,41,2,2,0,0,0
MLI,41,2,0,0,2,0
XNA,42,2,2,0,0,0
CID,42,2,2,0,0,0
HLN,41,2,1,1,0,0
ICT,43,2,2,0,0,0
MOD,43,2,0,1,1,0
CEC,41,2,1,1,0,0
SBA,40,2,2,0,0,0
MFR,43,2,1,0,1,0
MFR,41,2,2,0,0,0
JAC,40,2,1,1,0,0
IAH,40,2,1,1,0,0
PVD,42,2,1,1,0,0
FNT,42,2,1,1,0,0
GJT,43,2,2,0,0,0
FLG,43,2,2,0,0,0
SYR,42,2,1,1,0,0
RKS,42,2,1,1,0,0
ASE,42,2,1,1,0,0
HSV,41,2,2,0,0,0
FAT,41,2,2,0,0,0
COD,41,2,1,1,0,0
ITO,40,2,2,0,0,0
MGM,49,2,0,1,1,0
ITO,39,2,2,0,0,0
ATW,47,2,1,1,0,0
MHT,39,2,2,0,0,0
SBN,39,2,2,0,0,0
CID,39,2,2,0,0,0
LFT,41,2,1,1,0,0
BTR,41,2,0,2,0,0
PNS,41,2,1,1,0,0
OKC,41,2,1,1,0,0
TRI,45,2,0,1,1,0
MLU,42,2,0,1,1,0
SDF,43,2,1,0,1,0
OMA,43,2,1,0,1,0
AVL,43,2,1,0,1,0
PIH,50,2,0,2,0,0
TPA,42,2,2,0,0,0
SAT,41,2,2,0,0,0
ONT,41,2,2,0,0,0
PIT,40,2,2,0,0,0
SAT,40,2,2,0,0,0
ELP,51,2,1,1,0,0
RKS,49,2,0,2,0,0
ELP,40,2,2,0,0,0
ABQ,40,2,2,0,0,0
STL,40,2,1,1,0,0
DAL,40,2,1,1,0,0
HRL,39,2,2,0,0,0
IAD,39,2,2,0,0,0
PSE,38,2,0,2,0,0
FAI,39,2,2,0,0,0
RNO,43,2,2,0,0,0
JAN,39,2,2,0,0,0
CHA,38,2,1,1,0,0
TUL,39,2,2,0,0,0
CLE,38,2,0,1,1,0
CWA,36,2,0,1,1,0
TLH,37,2,2,0,0,0
TLH,35,2,0,1,1,0
EVV,35,2,2,0,0,0
DBQ,36,2,1,0,1,0
CWA,35,2,1,0,1,0
LSE,37,2,1,1,0,0
XNA,39,2,2,0,0,0
MLI,37,2,1,1,0,0
TUL,35,2,0,2,0,0
SGF,38,2,2,0,0,0
SGF,37,2,1,0,1,0
GSP,35,2,2,0,0,0
TXK,37,2,0,2,0,0
PHF,36,2,0,1,1,0
MCN,39,2,2,0,0,0
EWN,35,2,0,2,0,0
FAY,35,2,0,2,0,0
MIA,44,2,2,0,0,0
SMF,39,2,2,0,0,0
SJU,38,2,1,1,0,0
ALB,37,2,1,1,0,0
SBA,39,2,2,0,0,0
MSN,38,2,2,0,0,0
CWA,37,2,1,1,0,0
EUG,37,2,2,0,0,0
MRY,37,2,1,0,1,0
XNA,45,2,0,1,1,0
CEC,36,2,0,2,0,0
SDF,35,2,0,0,2,0
PBI,42,2,1,1,0,0
SBA,35,2,2,0,0,0
TYS,38,2,1,1,0,0
MSP,37,2,1,0,1,0
ALB,36,2,0,2,0,0
ELM,51,2,1,1,0,0
MEM,39,2,2,0,0,0
FSD,35,2,2,0,0,0
GRB,39,2,1,0,1,0
MBS,36,2,0,1,1,0
ASE,38,2,0,2,0,0
CID,37,2,2,0,0,0
CHS,37,2,2,0,0,0
SBN,37,2,2,0,0,0
AVP,36,2,2,0,0,0
ROA,36,2,0,2,0,0
BTV,36,2,1,1,0,0
CWA,44,2,0,0,2,0
GSO,35,2,1,0,1,0
OME,50,2,2,0,0,0
LMT,44,2,1,1,0,0
BDL,41,2,2,0,0,0
IAH,46,2,2,0,0,0
ATW,46,2,2,0,0,0
RIC,37,2,1,1,0,0
BPT,36,2,0,2,0,0
DAY,38,2,1,0,1,0
CSG,50,2,2,0,0,0
MOB,45,2,1,1,0,0
MCI,38,2,1,0,1,0
SYR,38,2,1,0,1,0
HSV,38,2,2,0,0,0
COS,35,2,0,1,1,0
LCH,37,2,0,2,0,0
DLH,43,2,2,0,0,0
SAT,38,2,2,0,0,0
ABQ,38,2,2,0,0,0
HPN,49,2,0,1,1,0
BUR,35,2,2,0,0,0
YUM,42,2,2,0,0,0
CIC,48,2,0,2,0,0
RSW,32,2,0,2,0,0
GST,32,2,0,2,0,0
BRW,31,2,0,2,0,0
FAT,33,2,2,0,0,0
ELP,31,2,1,1,0,0
BGM,30,2,2,0,0,0
CWA,31,2,0,2,0,0
ONT,35,2,2,0,0,0
FNT,31,2,0,1,1,0
SGF,34,2,2,0,0,0
GSP,33,2,1,0,1,0
DSM,33,2,0,1,1,0
MSN,33,2,1,0,1,0
SPS,31,2,2,0,0,0
TXK,32,2,0,2,0,0
GGG,33,2,0,2,0,0
PSP,47,2,2,0,0,0
JAN,34,2,1,0,1,0
ACT,34,2,2,0,0,0
BTR,34,2,0,0,2,0
PHF,32,2,2,0,0,0
MLU,34,2,0,0,2,0
BMI,34,2,0,0,2,0
PHF,33,2,2,0,0,0
FWA,34,2,0,0,2,0
VLD,34,2,1,0,1,0
AUS,41,2,1,0,1,0
BGR,34,2,1,0,1,0
DAB,34,2,0,0,2,0
PHF,34,2,0,0,2,0
CSG,34,2,0,0,2,0
CRW,34,2,0,0,2,0
CLE,34,2,1,0,1,0
GEG,34,2,2,0,0,0
EUG,31,2,2,0,0,0
RIC,33,2,1,1,0,0
GEG,31,2,0,2,0,0
PDX,34,2,1,1,0,0
PDX,33,2,1,1,0,0
MSN,34,2,1,0,1,0
IND,34,2,2,0,0,0
RIC,48,2,0,1,1,0
IYK,33,2,2,0,0,0
PMD,33,2,1,0,1,0
SBA,32,2,1,1,0,0
FAR,51,2,0,1,1,0
MFR,31,2,2,0,0,0
ANC,50,2,0,2,0,0
CPR,31,2,0,1,1,0
CVG,40,2,1,1,0,0
TYS,34,2,1,0,1,0
BTV,33,2,2,0,0,0
SYR,33,2,2,0,0,0
TYS,32,2,1,0,1,0
SBN,33,2,1,0,1,0
GUC,31,2,0,1,1,0
LAN,31,2,0,0,2,0
ROA,30,2,2,0,0,0
PBI,37,2,1,1,0,0
AMA,33,2,0,2,0,0
LCH,32,2,1,1,0,0
ACT,33,2,2,0,0,0
GRK,31,2,1,1,0,0
AMA,45,2,1,0,1,0
HSV,34,2,0,0,2,0
DBQ,41,2,0,1,1,0
HLN,45,2,0,2,0,0
MFE,31,2,0,2,0,0
BPT,31,2,0,2,0,0
CRP,30,2,1,0,1,0
IDA,33,2,2,0,0,0
CRP,34,2,2,0,0,0
PIH,51,2,0,2,0,0
ADQ,31,2,1,1,0,0
ATW,41,2,1,0,1,0
MHT,33,2,1,1,0,0
LBB,51,2,1,1,0,0
OGG,36,2,2,0,0,0
SRQ,30,2,2,0,0,0
ALB,33,2,0,2,0,0
BOI,32,2,2,0,0,0
JAN,42,2,1,0,1,0
ABI,32,2,0,2,0,0
RNO,31,2,2,0,0,0
FLG,48,2,2,0,0,0
FLL,26,2,1,1,0,0
GRR,33,2,2,0,0,0
SYR,49,2,0,1,1,0
SJU,27,2,2,0,0,0
STT,30,2,0,0,2,0
AZO,30,2,1,1,0,0
ALO,30,2,2,0,0,0
BGM,28,2,2,0,0,0
HSV,28,2,2,0,0,0
GRR,34,2,2,0,0,0
