Origin,DayOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
DEN,200,9,9,0,0,0
LAS,27,9,6,1,2,0
MEM,80,9,0,5,4,0
LAS,52,9,6,2,1,0
SLC,29,9,3,6,0,0
ORD,93,9,8,0,1,0
SFO,66,9,5,4,0,0
SFO,61,9,9,0,0,0
HOU,346,9,5,4,0,0
CLT,100,9,9,0,0,0
DEN,75,9,1,8,0,0
RDU,40,9,1,4,4,0
DEN,73,9,1,8,0,0
ATL,70,9,8,1,0,0
CMH,80,9,0,8,1,0
BNA,90,9,1,2,6,0
PWM,356,9,0,9,0,0
SLC,43,9,1,8,0,0
CLT,177,9,4,2,3,0
ABQ,77,9,1,8,0,0
DEN,15,9,5,3,1,0
LAX,279,9,9,0,0,0
PHL,63,9,4,4,1,0
SFO,194,9,8,1,0,0
MSY,77,9,1,8,0,0
MKE,77,9,1,4,4,0
CLT,94,9,2,2,5,0
STL,90,9,3,0,6,0
PIT,90,9,2,4,3,0
PHX,78,9,7,1,1,0
SFO,254,9,7,1,1,0
OAK,30,9,6,2,1,0
SAN,71,9,9,0,0,0
CLT,35,9,1,8,0,0
LAX,69,9,8,1,0,0
SEA,98,9,9,0,0,0
LGA,70,9,8,0,1,0
BNA,36,9,0,7,2,0
BOS,255,9,5,4,0,0
DFW,9,9,7,1,1,0
MEM,45,9,9,0,0,0
SAN,43,9,6,3,0,0
ATL,10,9,2,4,3,0
SNA,2,9,7,1,1,0
IND,101,9,8,1,0,0
TPA,356,9,2,6,1,0
SHV,77,9,1,8,0,0
STL,43,9,4,1,4,0
MKE,122,9,1,3,5,0
ORD,172,9,9,0,0,0
MDW,29,9,2,7,0,0
SFO,95,9,8,0,1,0
CMH,35,9,2,5,2,0
RAP,310,9,0,9,0,0
DTW,81,9,1,7,1,0
MSP,91,9,4,2,3,0
SFO,205,9,5,3,1,0
SLC,30,9,5,3,1,0
DFW,366,9,4,5,0,0
BUR,2,9,6,1,2,0
GEG,356,9,0,9,0,0
BHM,257,9,0,9,0,0
OAK,27,9,8,1,0,0
BUR,352,9,2,7,0,0
HPN,43,9,0,9,0,0
AZO,40,9,0,7,2,0
RDU,194,9,1,6,2,0
BWI,99,9,8,0,1,0
MKE,34,9,0,4,5,0
LAX,54,9,8,0,1,0
CHS,43,9,4,2,3,0
MIA,42,9,5,4,0,0
BNA,80,9,1,7,1,0
JFK,41,9,7,2,0,0
ATL,53,9,8,0,1,0
ORD,246,9,6,3,0,0
RDU,48,9,3,0,6,0
TPA,256,9,0,9,0,0
ATW,48,9,2,7,0,0
DEN,46,9,5,4,0,0
SFO,203,9,7,0,2,0
MIA,29,9,7,1,1,0
SFO,29,9,9,0,0,0
MIA,64,9,4,5,0,0
TUL,256,9,0,9,0,0
LAX,21,9,8,1,0,0
DTW,19,9,6,3,0,0
ASE,37,9,1,8,0,0
GRB,36,9,2,3,4,0
FWA,36,9,2,6,1,0
LAS,303,9,6,3,0,0
ORD,245,9,4,5,0,0
ATL,54,9,8,1,0,0
DCA,51,9,4,5,0,0
LEX,52,9,0,8,1,0
BWI,35,9,3,6,0,0
SFO,160,9,8,1,0,0
PHX,204,9,7,0,2,0
CAE,52,9,5,4,0,0
CLT,203,9,2,5,2,0
LAX,1,9,9,0,0,0
MCI,28,9,4,3,2,0
MEM,245,9,1,8,0,0
ICT,77,9,1,8,0,0
SAT,65,9,1,8,0,0
JFK,99,9,7,2,0,0
JAX,43,9,4,5,0,0
DEN,223,9,7,2,0,0
CMH,34,9,1,6,2,0
LGA,50,9,7,2,0,0
IAD,1,9,7,1,1,0
SFO,317,9,3,3,3,0
GRB,6,9,0,7,2,0
EWR,18,9,2,6,1,0
SNA,4,9,7,1,1,0
PHX,37,9,7,2,0,0
RDU,173,9,2,3,4,0
DTW,352,9,6,3,0,0
DFW,193,9,9,0,0,0
CLT,91,9,3,5,1,0
LAX,97,9,9,0,0,0
PHX,10,9,6,0,3,0
RDU,98,9,8,0,1,0
STL,257,9,3,6,0,0
MEM,100,9,7,1,1,0
PHX,190,9,9,0,0,0
BOS,58,9,7,2,0,0
CVG,177,9,4,3,2,0
DEN,80,9,1,7,1,0
PHX,12,9,3,6,0,0
CVG,47,9,0,7,2,0
DCA,20,9,8,1,0,0
SFO,206,9,9,0,0,0
DSM,216,9,2,2,5,0
CVG,16,9,4,2,3,0
IAD,269,9,5,1,3,0
SFO,72,9,1,0,8,0
LAX,93,9,9,0,0,0
DCA,110,9,5,3,1,0
LGA,311,9,3,0,6,0
MCO,204,9,1,5,3,0
STL,358,9,3,3,3,0
MIA,234,9,1,8,0,0
DCA,115,9,7,2,0,0
TPA,257,9,0,9,0,0
BOS,5,9,6,1,2,0
LGA,231,9,4,5,0,0
DEN,9,9,5,2,2,0
EWR,12,9,2,7,0,0
PHX,23,9,5,2,2,0
XNA,100,9,3,5,1,0
IAD,22,9,5,3,1,0
ONT,3,9,2,3,4,0
CLE,365,9,5,3,1,0
CLT,21,9,5,2,2,0
MEM,28,9,2,3,4,0
BNA,63,9,2,5,2,0
DEN,227,9,5,4,0,0
AUS,101,9,9,0,0,0
DEN,84,9,7,2,0,0
IAD,55,9,9,0,0,0
CLT,32,9,9,0,0,0
IAD,51,9,6,3,0,0
FLL,42,9,0,9,0,0
DEN,70,9,9,0,0,0
DFW,214,9,9,0,0,0
PWM,52,9,0,9,0,0
CLT,1,9,8,1,0,0
CLE,55,9,4,1,4,0
LAX,86,9,9,0,0,0
LGA,3,9,9,0,0,0
SLC,99,9,9,0,0,0
PHX,192,9,6,2,1,0
SFO,175,9,7,0,2,0
SAN,14,9,3,3,3,0
PHX,20,9,2,5,2,0
HOU,8,9,9,0,0,0
LAS,251,9,8,1,0,0
PHX,168,9,8,1,0,0
IAD,13,9,6,3,0,0
MDW,6,9,6,3,0,0
BMI,354,8,0,8,0,0
RDU,357,8,4,3,1,0
DEN,362,8,4,3,1,0
LIT,351,8,0,8,0,0
FAT,335,8,0,7,1,0
SBA,366,8,0,8,0,0
MSP,343,8,1,4,3,0
LGA,362,8,3,5,0,0
LGA,353,8,3,5,0,0
LGA,341,8,1,2,5,0
ORD,336,8,5,1,2,0
GRR,358,8,1,0,7,0
ATW,354,8,0,8,0,0
ROA,353,8,0,8,0,0
ORD,347,8,6,0,2,0
DEN,347,8,4,4,0,0
SYR,354,8,0,8,0,0
MEM,356,8,3,2,3,0
MKE,356,8,4,4,0,0
SDF,361,8,1,3,4,0
IAD,361,8,2,4,2,0
BWI,361,8,0,6,2,0
SNA,357,8,1,7,0,0
OAK,357,8,0,8,0,0
MDW,356,8,2,5,1,0
MHT,354,8,1,7,0,0
BWI,353,8,5,3,0,0
SLC,352,8,2,6,0,0
ONT,352,8,5,3,0,0
SFO,351,8,7,1,0,0
OMA,351,8,3,2,3,0
PHX,342,8,6,1,1,0
HOU,337,8,8,0,0,0
DFW,310,8,1,0,7,0
BOS,308,8,8,0,0,0
MEM,335,8,2,2,4,0
ONT,350,8,7,0,1,0
DCA,310,8,2,2,4,0
TYS,335,8,1,2,5,0
MCO,329,8,7,1,0,0
PHL,326,8,6,1,1,0
PHL,324,8,8,0,0,0
MSP,310,8,1,3,4,0
HOU,324,8,7,1,0,0
OAK,322,8,8,0,0,0
LAX,316,8,8,0,0,0
PHL,311,8,3,0,5,0
DFW,288,8,8,0,0,0
LAS,313,8,2,0,6,0
LGA,296,8,4,0,4,0
LGA,290,8,0,2,6,0
LGA,287,8,8,0,0,0
LGA,295,8,6,0,2,0
LGA,276,8,3,1,4,0
LGA,298,8,7,0,1,0
SFO,303,8,1,5,2,0
SAN,301,8,3,3,2,0
HOU,301,8,8,0,0,0
LAX,296,8,5,2,1,0
LAS,295,8,6,2,0,0
PHX,294,8,8,0,0,0
OAK,281,8,8,0,0,0
LAS,280,8,7,0,1,0
DTW,350,8,3,1,4,0
DCA,256,8,0,8,0,0
MCI,65,8,1,7,0,0
CLT,220,8,3,3,2,0
CLT,249,8,1,6,1,0
SLC,257,8,0,8,0,0
PHX,260,8,4,3,1,0
PIT,257,8,2,6,0,0
LAS,258,8,2,6,0,0
BNA,258,8,2,6,0,0
AUS,258,8,0,8,0,0
JAX,257,8,0,8,0,0
MCI,256,8,1,7,0,0
BHM,256,8,0,7,1,0
OKC,255,8,0,8,0,0
PIT,252,8,3,2,3,0
MSY,249,8,1,3,4,0
LAS,366,8,2,6,0,0
ORD,240,8,8,0,0,0
XNA,80,8,2,3,3,0
DFW,239,8,7,0,1,0
PHX,56,8,6,1,1,0
FLL,204,8,2,5,1,0
CVG,269,8,0,4,4,0
ATL,235,8,0,8,0,0
RDU,160,8,4,3,1,0
PHL,213,8,8,0,0,0
MEM,216,8,4,3,1,0
LAX,227,8,7,1,0,0
SFO,42,8,3,5,0,0
LAX,215,8,8,0,0,0
SFO,222,8,5,1,2,0
BNA,217,8,3,4,1,0
IND,216,8,1,4,3,0
MEM,24,8,7,1,0,0
BOS,224,8,4,2,2,0
CVG,216,8,1,5,2,0
BOS,215,8,5,1,2,0
FLL,223,8,0,6,2,0
OAK,126,8,7,1,0,0
LAS,67,8,1,7,0,0
IAH,243,8,2,6,0,0
DCA,151,8,4,1,3,0
DTW,223,8,1,2,5,0
JAX,233,8,1,7,0,0
PHX,239,8,7,0,1,0
BNA,231,8,2,6,0,0
LGA,76,8,6,1,1,0
LIT,353,8,0,8,0,0
MIA,43,8,5,2,1,0
IAH,66,8,0,8,0,0
BWI,178,8,0,5,3,0
MLI,202,8,1,5,2,0
SAN,308,8,4,1,3,0
DCA,212,8,4,4,0,0
PHX,112,8,7,1,0,0
JFK,211,8,8,0,0,0
RDU,203,8,4,3,1,0
SFO,6,8,3,2,3,0
DCA,201,8,1,2,5,0
DSM,7,8,0,6,2,0
FLL,257,8,0,8,0,0
CLT,234,8,1,7,0,0
DTW,173,8,2,0,6,0
DCA,191,8,7,1,0,0
EWR,216,8,5,2,1,0
DCA,129,8,1,4,3,0
LAX,44,8,6,0,2,0
LAX,211,8,8,0,0,0
CLT,38,8,5,3,0,0
MEM,204,8,4,3,1,0
LAS,195,8,8,0,0,0
PHL,190,8,6,0,2,0
LAS,190,8,6,1,1,0
ATL,97,8,6,0,2,0
LGA,163,8,8,0,0,0
PHL,318,8,5,1,2,0
DFW,56,8,4,2,2,0
ORD,272,8,3,0,5,0
PHX,335,8,3,5,0,0
LGA,65,8,1,6,1,0
BNA,62,8,3,3,2,0
MSP,256,8,0,6,2,0
DFW,174,8,7,0,1,0
DCA,177,8,5,2,1,0
DEN,166,8,6,1,1,0
ORD,259,8,5,2,1,0
BOS,87,8,5,1,2,0
CLE,167,8,2,1,5,0
MCI,361,8,0,7,1,0
AUS,52,8,1,7,0,0
RDU,174,8,1,4,3,0
CVG,157,8,3,1,4,0
SEA,26,8,4,4,0,0
MHT,52,8,1,6,1,0
DEN,173,8,6,2,0,0
OKC,99,8,7,1,0,0
CLT,163,8,6,0,2,0
TVC,159,8,1,3,4,0
RDU,155,8,0,3,5,0
PHX,194,8,6,0,2,0
LAS,28,8,4,3,1,0
DFW,173,8,4,1,3,0
PVD,167,8,0,3,5,0
MSP,180,8,2,1,5,0
CLE,177,8,2,1,5,0
DEN,175,8,7,1,0,0
LAX,216,8,4,3,1,0
CLE,179,8,1,7,0,0
LAS,167,8,6,2,0,0
BWI,167,8,0,5,3,0
LAX,162,8,8,0,0,0
PHX,161,8,7,0,1,0
BOS,196,8,7,1,0,0
CLT,157,8,4,0,4,0
JFK,100,8,5,3,0,0
SFO,256,8,1,6,1,0
CLT,39,8,5,2,1,0
DTW,79,8,4,2,2,0
ATL,132,8,1,0,7,0
LAX,167,8,6,1,1,0
BOS,148,8,7,0,1,0
TPA,255,8,0,8,0,0
SFO,15,8,8,0,0,0
IND,257,8,0,5,3,0
DCA,122,8,2,3,3,0
HOU,90,8,6,1,1,0
DFW,130,8,8,0,0,0
SFO,127,8,8,0,0,0
ORD,130,8,8,0,0,0
ORD,141,8,8,0,0,0
SFO,121,8,7,1,0,0
BOS,122,8,4,2,2,0
MSN,335,8,0,2,6,0
PHX,355,8,3,5,0,0
LAX,343,8,7,0,1,0
EWR,231,8,2,6,0,0
DEN,180,8,7,1,0,0
ATL,141,8,8,0,0,0
ATL,140,8,5,0,3,0
DFW,11,8,8,0,0,0
LAX,19,8,7,0,1,0
ATL,247,8,4,2,2,0
DFW,121,8,2,0,6,0
PHX,148,8,8,0,0,0
SLC,353,8,1,7,0,0
PHL,203,8,7,1,0,0
DEN,118,8,8,0,0,0
MIA,204,8,3,1,4,0
OMA,361,8,1,5,2,0
BNA,351,8,0,6,2,0
SEA,100,8,8,0,0,0
MCO,101,8,8,0,0,0
MSY,99,8,8,0,0,0
SFO,252,8,1,3,4,0
IND,100,8,8,0,0,0
IND,99,8,8,0,0,0
SFO,59,8,4,2,2,0
CLE,256,8,2,5,1,0
DFW,342,8,8,0,0,0
DFW,105,8,6,1,1,0
LEX,67,8,0,7,1,0
SLC,6,8,5,3,0,0
HRL,23,8,0,8,0,0
ONT,43,8,4,4,0,0
SFO,16,8,8,0,0,0
MEM,101,8,6,2,0,0
BOS,96,8,6,2,0,0
CLE,214,8,4,1,3,0
DCA,45,8,4,1,3,0
DEN,113,8,6,2,0,0
DTW,62,8,7,0,1,0
DCA,192,8,5,2,1,0
JAX,68,8,5,2,1,0
DTW,98,8,7,0,1,0
IAD,110,8,4,0,4,0
MCI,101,8,7,0,1,0
ATL,211,8,7,1,0,0
DTW,156,8,4,2,2,0
MSP,350,8,5,1,2,0
STL,55,8,3,1,4,0
BTV,356,8,0,8,0,0
SFO,113,8,8,0,0,0
MHT,356,8,0,8,0,0
HOU,77,8,1,7,0,0
BOS,169,8,4,1,3,0
LAS,105,8,8,0,0,0
OAK,189,8,8,0,0,0
IAD,232,8,8,0,0,0
LAS,97,8,8,0,0,0
ASE,31,8,1,6,1,0
HNL,361,8,6,1,1,0
PHX,11,8,2,6,0,0
LAS,168,8,6,2,0,0
LGA,11,8,6,0,2,0
MEM,65,8,5,3,0,0
TPA,34,8,1,6,1,0
PSP,33,8,1,7,0,0
CLT,215,8,6,1,1,0
SFO,230,8,5,0,3,0
DTW,10,8,3,5,0,0
EWR,92,8,7,0,1,0
OGG,89,8,8,0,0,0
PHX,167,8,7,1,0,0
RDU,355,8,1,4,3,0
LAX,23,8,3,2,3,0
MSN,343,8,0,7,1,0
DCA,8,8,6,2,0,0
TPA,85,8,8,0,0,0
LGA,84,8,3,0,5,0
SNA,65,8,1,7,0,0
LAS,29,8,5,3,0,0
ORD,307,8,6,1,1,0
ORD,72,8,8,0,0,0
CLT,64,8,2,2,4,0
PHX,188,8,8,0,0,0
EWR,65,8,4,3,1,0
MCO,194,8,4,2,2,0
PHL,62,8,6,1,1,0
DSM,80,8,1,5,2,0
IND,80,8,1,5,2,0
AZO,80,8,0,5,3,0
DSM,77,8,1,7,0,0
CVG,86,8,4,2,2,0
RDU,78,8,3,3,2,0
CID,77,8,0,7,1,0
IAD,29,8,4,0,4,0
JFK,66,8,1,7,0,0
RDU,13,8,2,6,0,0
MDW,231,8,0,8,0,0
IAD,63,8,5,3,0,0
IAD,62,8,7,1,0,0
ORD,169,8,3,3,2,0
CMH,77,8,2,5,1,0
SDF,66,8,1,6,1,0
DCA,68,8,2,5,1,0
SFO,106,8,8,0,0,0
CLT,90,8,4,0,4,0
ATW,80,8,2,3,3,0
LAX,25,8,4,3,1,0
DTW,69,8,8,0,0,0
BTV,67,8,0,6,2,0
PHX,152,8,8,0,0,0
JAN,77,8,0,8,0,0
HNL,89,8,8,0,0,0
MSP,68,8,5,2,1,0
PVD,67,8,0,7,1,0
XNA,62,8,2,4,2,0
DEN,133,8,3,5,0,0
LAX,90,8,3,3,2,0
STL,66,8,1,7,0,0
OAK,85,8,8,0,0,0
AUS,85,8,8,0,0,0
LAS,83,8,6,2,0,0
ELP,77,8,2,6,0,0
IAD,66,8,2,4,2,0
SFO,69,8,8,0,0,0
LAS,69,8,8,0,0,0
SAN,4,8,2,5,1,0
SLC,37,8,1,7,0,0
LAS,65,8,2,6,0,0
PDX,3,8,5,3,0,0
IAD,53,8,4,4,0,0
ATL,1,8,8,0,0,0
DCA,308,8,7,1,0,0
DFW,87,8,5,2,1,0
CLT,122,8,3,1,4,0
FWA,35,8,0,8,0,0
OAK,51,8,6,1,1,0
SLC,80,8,3,4,1,0
LAX,95,8,6,2,0,0
CLT,118,8,2,3,3,0
CMI,34,8,1,7,0,0
FNT,36,8,0,6,2,0
DAL,51,8,3,5,0,0
BOS,21,8,3,3,2,0
SJC,170,8,6,2,0,0
ORD,136,8,5,0,3,0
JAX,204,8,1,5,2,0
LGA,32,8,4,1,3,0
LGA,176,8,8,0,0,0
DSM,55,8,1,4,3,0
SFO,65,8,4,4,0,0
MKE,99,8,4,2,2,0
GSP,16,8,0,5,3,0
SAN,98,8,7,0,1,0
JAX,18,8,0,8,0,0
PHX,92,8,8,0,0,0
DEN,13,8,8,0,0,0
HNL,113,8,8,0,0,0
BUR,3,8,4,2,2,0
IAD,252,8,1,4,3,0
DEN,16,8,5,3,0,0
PHX,126,8,8,0,0,0
ROC,29,8,1,6,1,0
MDW,63,8,0,8,0,0
DEN,55,8,6,1,1,0
ATL,55,8,5,1,2,0
SAN,218,8,6,1,1,0
BOS,258,8,6,1,1,0
SNA,34,8,6,0,2,0
DCA,9,8,8,0,0,0
ATL,305,8,8,0,0,0
GSO,16,8,0,4,4,0
OAK,35,8,6,2,0,0
IAD,46,8,8,0,0,0
LGA,113,8,8,0,0,0
EGE,33,8,2,6,0,0
ROC,52,8,0,8,0,0
MSP,56,8,2,5,1,0
SYR,52,8,2,6,0,0
AUS,98,8,8,0,0,0
OMA,35,8,2,5,1,0
SLC,36,8,1,5,2,0
LGA,258,8,6,2,0,0
SFO,55,8,5,2,1,0
IAD,2,8,7,1,0,0
MDW,7,8,8,0,0,0
DAL,47,8,0,8,0,0
SGF,35,8,1,7,0,0
ATL,50,8,8,0,0,0
DFW,153,8,7,1,0,0
STL,27,8,5,0,3,0
RDU,34,8,2,4,2,0
OMA,34,8,0,7,1,0
AUS,34,8,2,5,1,0
CVG,43,8,2,2,4,0
LAS,192,8,8,0,0,0
MEM,365,8,5,3,0,0
CLT,115,8,6,1,1,0
SAN,257,8,0,8,0,0
MEM,103,8,8,0,0,0
MCO,346,8,3,5,0,0
DEN,66,8,4,2,2,0
PHX,38,8,8,0,0,0
PHX,147,8,5,3,0,0
LAX,29,8,8,0,0,0
CID,216,8,0,4,4,0
GEG,354,8,1,7,0,0
IAD,90,8,4,2,2,0
ORD,238,8,4,0,4,0
MSP,217,8,3,5,0,0
CAK,66,8,4,4,0,0
STL,365,8,4,1,3,0
DTW,20,8,5,2,1,0
LEX,53,8,0,8,0,0
LAX,304,8,2,4,2,0
MKE,90,8,0,4,4,0
SBN,34,8,2,4,2,0
DTW,169,8,4,1,3,0
BOS,358,8,5,0,3,0
SAN,357,8,3,5,0,0
CVG,220,8,5,1,2,0
JFK,16,8,3,3,2,0
DFW,249,8,7,1,0,0
BOS,210,8,8,0,0,0
EWR,357,8,4,3,1,0
OAK,11,8,5,3,0,0
MEM,18,8,0,7,1,0
LAX,130,8,8,0,0,0
DFW,37,8,7,0,1,0
OAK,84,8,5,0,3,0
DCA,69,8,8,0,0,0
LAX,105,8,6,1,1,0
DAL,365,8,8,0,0,0
SLC,77,8,0,8,0,0
PHL,325,8,8,0,0,0
DTW,180,8,3,0,5,0
PHX,32,8,6,2,0,0
CLT,77,8,1,5,2,0
IAH,23,8,0,8,0,0
ASE,27,8,0,8,0,0
PHX,258,8,2,6,0,0
CLT,65,8,6,2,0,0
JFK,60,8,1,7,0,0
DFW,220,8,7,0,1,0
CLT,15,8,3,4,1,0
PHX,24,8,5,1,2,0
IND,35,8,1,5,2,0
IAH,26,8,0,8,0,0
LAS,51,8,1,7,0,0
IAD,27,8,7,1,0,0
LAX,198,8,8,0,0,0
PHL,66,8,1,6,1,0
MKE,20,8,2,4,2,0
CVG,195,8,5,0,3,0
MCI,18,8,3,5,0,0
GSP,18,8,0,8,0,0
IAD,188,8,6,2,0,0
DFW,64,8,3,1,4,0
TPA,66,8,1,7,0,0
SFO,168,8,6,2,0,0
LAS,217,8,6,2,0,0
GSO,354,8,1,6,1,0
DAL,35,8,4,3,1,0
MOB,245,8,0,7,1,0
PHL,55,8,2,2,4,0
MCO,13,8,4,4,0,0
PHX,35,8,5,3,0,0
OKC,51,8,0,8,0,0
MIA,222,8,2,1,5,0
OKC,256,8,1,6,1,0
CLT,13,8,2,6,0,0
LGA,1,8,7,0,1,0
DEN,82,8,8,0,0,0
DEN,14,8,6,1,1,0
CLT,27,8,7,0,1,0
CVG,255,8,0,7,1,0
MEM,86,8,6,0,2,0
DEN,21,8,5,2,1,0
JFK,187,8,2,5,1,0
HNL,97,8,8,0,0,0
PHL,98,8,8,0,0,0
OMA,77,8,0,8,0,0
RIC,42,8,2,4,2,0
ORD,249,8,4,4,0,0
RDU,18,8,2,6,0,0
SDF,52,8,0,8,0,0
OKC,100,8,6,1,1,0
DEN,203,8,7,0,1,0
DCA,2,8,8,0,0,0
LAX,92,8,8,0,0,0
SBP,3,8,1,5,2,0
CLT,2,8,8,0,0,0
RDU,30,8,3,3,2,0
OAK,365,8,2,6,0,0
MSP,208,8,1,2,5,0
MLI,354,8,1,6,1,0
MKE,16,8,1,3,4,0
HOU,365,8,8,0,0,0
CLT,10,8,3,2,3,0
ASE,6,8,2,6,0,0
RDU,47,8,3,2,3,0
DFW,197,8,7,1,0,0
PIA,35,8,0,8,0,0
CLT,19,8,8,0,0,0
LGA,54,8,8,0,0,0
CLE,28,8,1,3,4,0
LAX,302,8,2,5,1,0
SJC,335,8,2,6,0,0
SEA,51,8,0,6,2,0
SLC,348,8,0,8,0,0
CID,7,8,0,8,0,0
PHL,3,8,6,1,1,0
LFT,257,8,0,8,0,0
DTW,359,7,5,1,1,0
DSM,353,7,1,6,0,0
SGF,343,7,3,4,0,0
SGF,362,7,3,3,1,0
SNA,356,7,1,6,0,0
PHX,336,7,7,0,0,0
SUN,360,7,0,7,0,0
DEN,348,7,4,3,0,0
CAK,354,7,1,6,0,0
PIA,362,7,1,6,0,0
MLI,362,7,0,6,1,0
SFO,341,7,1,3,3,0
HDN,361,7,0,7,0,0
MSP,352,7,3,2,2,0
CVG,343,7,3,3,1,0
DSM,351,7,1,5,1,0
MKE,342,7,1,6,0,0
MKE,359,7,2,5,0,0
JFK,363,7,5,2,0,0
DCA,362,7,3,1,3,0
RDU,359,7,3,3,1,0
MEM,357,7,4,2,1,0
PHL,357,7,5,1,1,0
STL,355,7,2,4,1,0
GRB,356,7,6,1,0,0
CID,356,7,3,4,0,0
FAT,347,7,0,7,0,0
IAD,346,7,0,4,3,0
GPT,352,7,0,7,0,0
EWR,353,7,0,6,1,0
GSP,354,7,2,5,0,0
LEX,354,7,0,7,0,0
EWR,358,7,2,3,2,0
CLT,359,7,4,1,2,0
IAD,366,7,1,6,0,0
MCI,356,7,0,6,1,0
DAL,356,7,3,2,2,0
MCO,355,7,2,5,0,0
SJC,354,7,7,0,0,0
LAS,354,7,3,3,1,0
SNA,353,7,3,4,0,0
SAN,353,7,4,3,0,0
PHL,353,7,1,5,1,0
PDX,352,7,2,5,0,0
MDW,352,7,1,5,1,0
SJC,351,7,7,0,0,0
SEA,351,7,7,0,0,0
SDF,351,7,3,3,1,0
IND,351,7,4,1,2,0
CLE,351,7,2,3,2,0
MHT,347,7,0,7,0,0
PIA,358,7,0,2,5,0
SEA,346,7,5,2,0,0
LAS,346,7,3,4,0,0
JAN,346,7,0,7,0,0
SJC,345,7,7,0,0,0
LAS,360,7,4,1,2,0
LAS,337,7,7,0,0,0
DCA,319,7,3,0,4,0
LGA,308,7,7,0,0,0
DTW,311,7,7,0,0,0
RDU,319,7,2,3,2,0
LGA,318,7,0,2,5,0
ORD,326,7,7,0,0,0
SMF,335,7,0,7,0,0
LAS,323,7,7,0,0,0
DEN,309,7,2,5,0,0
DCA,353,7,2,5,0,0
LGA,289,7,7,0,0,0
DFW,339,7,7,0,0,0
SFO,275,7,6,1,0,0
LAX,274,7,7,0,0,0
MSP,305,7,7,0,0,0
DCA,300,7,6,0,1,0
CVG,310,7,2,3,2,0
SAN,296,7,2,5,0,0
LAX,281,7,7,0,0,0
LAX,280,7,6,0,1,0
DFW,273,7,7,0,0,0
MIA,256,7,0,7,0,0
TPA,353,7,4,3,0,0
DFW,264,7,4,1,2,0
LGA,244,7,6,1,0,0
ATL,263,7,3,0,4,0
DCA,361,7,2,3,2,0
DFW,263,7,4,1,2,0
SNA,351,7,6,1,0,0
JAN,245,7,0,7,0,0
LGA,265,7,4,0,3,0
ORD,269,7,0,1,6,0
SEA,256,7,0,7,0,0
IAD,263,7,2,0,5,0
IAD,257,7,3,4,0,0
VPS,244,7,0,7,0,0
MSP,252,7,1,0,6,0
PHX,119,7,7,0,0,0
MKE,257,7,0,7,0,0
MSP,255,7,0,5,2,0
DCA,14,7,6,1,0,0
HRL,258,7,0,7,0,0
BWI,258,7,4,3,0,0
SAN,255,7,0,7,0,0
JAN,255,7,0,7,0,0
ABQ,255,7,0,7,0,0
JAN,353,7,0,7,0,0
CVG,154,7,1,4,2,0
IND,358,7,2,1,4,0
TUL,258,7,1,6,0,0
SAT,98,7,7,0,0,0
MCI,358,7,2,0,5,0
STL,122,7,3,1,3,0
DAL,177,7,4,3,0,0
DFW,72,7,7,0,0,0
DFW,355,7,1,6,0,0
SLC,34,7,3,4,0,0
LGA,230,7,5,2,0,0
LAS,226,7,2,4,1,0
MCO,226,7,1,5,1,0
DEN,220,7,7,0,0,0
GRR,216,7,1,2,4,0
LAX,235,7,7,0,0,0
MCI,122,7,1,3,3,0
DCA,224,7,5,0,2,0
BOS,216,7,3,4,0,0
PIT,214,7,1,5,1,0
DEN,222,7,4,1,2,0
LAS,70,7,6,1,0,0
RDU,219,7,2,4,1,0
EWR,70,7,7,0,0,0
BUF,223,7,1,5,1,0
MKE,256,7,0,3,4,0
BUF,214,7,0,6,1,0
ORD,152,7,6,0,1,0
SLC,217,7,2,5,0,0
MSP,222,7,2,1,4,0
OMA,216,7,1,4,2,0
DFW,84,7,7,0,0,0
DCA,258,7,6,0,1,0
LAX,238,7,7,0,0,0
PHL,234,7,2,5,0,0
ASE,360,7,0,7,0,0
RDU,231,7,2,5,0,0
PBI,231,7,2,5,0,0
LAX,231,7,3,3,1,0
CLT,302,7,2,0,5,0
PIT,222,7,1,2,4,0
SLC,54,7,2,5,0,0
BOS,76,7,5,1,1,0
CVG,174,7,3,2,2,0
LAX,213,7,7,0,0,0
DAY,31,7,0,5,2,0
LAX,224,7,7,0,0,0
MEM,212,7,4,2,1,0
LGA,33,7,5,0,2,0
ATL,27,7,4,0,3,0
DCA,211,7,5,0,2,0
LGA,210,7,6,1,0,0
DCA,183,7,3,3,1,0
OAK,190,7,7,0,0,0
DSM,56,7,2,4,1,0
BWI,256,7,1,6,0,0
GPT,245,7,0,7,0,0
SFO,204,7,5,1,1,0
LGA,105,7,4,3,0,0
HNL,354,7,7,0,0,0
DEN,192,7,7,0,0,0
PIT,80,7,0,6,1,0
TPA,205,7,3,3,1,0
EWR,86,7,7,0,0,0
ATL,207,7,6,1,0,0
RDU,257,7,1,5,1,0
JFK,210,7,1,6,0,0
JFK,212,7,5,1,1,0
DCA,163,7,7,0,0,0
DCA,187,7,0,2,5,0
ATL,184,7,6,1,0,0
JFK,184,7,6,0,1,0
CVG,212,7,4,1,2,0
DTW,210,7,6,1,0,0
HNL,210,7,7,0,0,0
MSN,42,7,0,2,5,0
CLE,194,7,2,2,3,0
DAL,41,7,5,2,0,0
OKC,21,7,2,4,1,0
