Origin,DayOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
BOS,202,20,13,3,4,0
RDU,204,20,3,6,11,0
BWI,194,20,6,7,7,0
IAD,208,20,2,8,10,0
DFW,232,20,11,4,5,0
ATL,167,20,6,4,10,0
DTW,47,20,7,9,4,0
EWR,181,20,1,14,5,0
SFO,174,20,6,0,14,0
DCA,178,20,4,6,10,0
SEA,353,20,1,19,0,0
JFK,359,20,3,17,0,0
EWR,257,20,2,18,0,0
BOS,129,20,5,10,5,0
HOU,71,20,8,12,0,0
MSP,21,20,15,2,3,0
HOU,217,20,6,14,0,0
DCA,118,20,3,5,12,0
DFW,3,20,17,2,1,0
MDW,28,20,3,17,0,0
BOS,100,20,20,0,0,0
BOS,180,20,3,7,10,0
CVG,358,20,8,8,4,0
ORD,69,20,18,2,0,0
DCA,78,20,9,3,8,0
DEN,52,20,6,14,0,0
LAX,85,20,20,0,0,0
BWI,67,20,3,16,1,0
ATL,213,20,17,2,1,0
LAX,350,20,13,4,3,0
ATL,298,20,5,3,12,0
ATL,29,20,8,8,4,0
FLL,231,20,0,20,0,0
BUF,357,20,4,16,0,0
PHX,36,20,7,12,1,0
CLT,18,20,2,17,1,0
LAX,33,20,4,12,4,0
BDL,52,20,2,18,0,0
LGA,56,20,5,6,9,0
BOS,63,20,14,4,2,0
TPA,67,20,3,14,3,0
IAD,35,20,10,7,3,0
SAN,12,20,5,15,0,0
SAT,99,20,20,0,0,0
BOS,175,20,8,9,3,0
ATL,101,20,16,3,1,0
LGA,351,19,3,12,4,0
DCA,357,19,12,5,2,0
JFK,357,19,10,9,0,0
EWR,341,19,1,10,8,0
CLE,358,19,2,15,2,0
DFW,343,19,8,10,1,0
RDU,223,19,0,10,9,0
BOS,203,19,13,5,1,0
ORD,46,19,13,6,0,0
DFW,346,19,5,11,3,0
ORD,45,19,19,0,0,0
DFW,189,19,10,9,0,0
DFW,233,19,11,7,1,0
DFW,210,19,16,1,2,0
BOS,101,19,15,1,3,0
DFW,208,19,8,5,6,0
HOU,204,19,3,16,0,0
DFW,33,19,13,4,2,0
LGA,175,19,8,5,6,0
LGA,166,19,10,4,5,0
ATL,192,19,14,2,3,0
EWR,71,19,1,2,16,0
DFW,350,19,12,7,0,0
PHL,205,19,10,7,2,0
MKE,101,19,0,17,2,0
MSP,358,19,8,4,7,0
EWR,219,19,4,2,13,0
JFK,90,19,1,13,5,0
STL,62,19,2,16,1,0
JFK,159,19,5,7,7,0
CLE,80,19,3,15,1,0
LAX,34,19,10,9,0,0
AUS,77,19,1,18,0,0
DCA,249,19,4,14,1,0
CMH,68,19,0,14,5,0
DTW,68,19,17,1,1,0
SFO,49,19,3,0,16,0
MSP,101,19,9,7,3,0
AUS,100,19,19,0,0,0
LAX,205,19,14,2,3,0
DCA,36,19,1,14,4,0
MSP,58,19,10,4,5,0
LAX,52,19,7,11,1,0
ATL,249,19,1,15,3,0
CLE,36,19,2,16,1,0
SFO,21,19,8,1,10,0
MEM,354,19,9,10,0,0
IND,31,19,3,14,2,0
PHL,91,19,6,4,9,0
DTW,21,19,7,4,8,0
MKE,37,19,1,15,3,0
CID,36,19,2,15,2,0
SLC,26,19,2,16,1,0
DCA,10,19,4,5,10,0
MSP,1,19,19,0,0,0
ATL,209,19,14,2,3,0
MOB,244,19,0,19,0,0
ORD,19,19,18,0,1,0
BOS,347,18,8,4,6,0
DEN,358,18,3,13,2,0
SFO,366,18,0,17,1,0
SJC,337,18,2,16,0,0
ORD,311,18,11,0,7,0
MKE,335,18,4,11,3,0
LAX,303,18,2,15,1,0
ORD,258,18,7,7,4,0
HOU,262,18,2,16,0,0
SAT,257,18,0,18,0,0
ANC,223,18,9,9,0,0
DTW,101,18,13,2,3,0
BOS,302,18,3,4,11,0
DCA,147,18,4,5,9,0
ATL,222,18,3,5,10,0
DFW,236,18,15,1,2,0
DEN,201,18,17,1,0,0
IAD,205,18,6,11,1,0
ORD,171,18,7,0,11,0
CVG,164,18,0,15,3,0
DCA,173,18,3,4,11,0
BOS,161,18,5,7,6,0
LAX,24,18,7,3,8,0
SFO,353,18,8,10,0,0
ATL,234,18,6,11,1,0
DFW,91,18,14,1,3,0
DTW,65,18,13,5,0,0
BWI,36,18,6,12,0,0
EWR,21,18,3,2,13,0
DEN,350,18,12,6,0,0
SAN,84,18,2,14,2,0
LAX,77,18,5,13,0,0
DFW,21,18,9,8,1,0
DTW,77,18,5,11,2,0
SJC,14,18,2,15,1,0
ORD,94,18,9,2,7,0
ATL,2,18,17,1,0,0
MSP,47,18,3,4,11,0
BOS,29,18,8,1,9,0
MSP,35,18,4,12,2,0
MKE,35,18,1,16,1,0
LAX,100,18,18,0,0,0
LGA,77,18,6,12,0,0
ORD,2,18,17,1,0,0
LGA,160,18,11,4,3,0
ORD,346,18,4,5,9,0
CLE,31,18,2,14,2,0
LAX,35,18,12,6,0,0
DCA,100,18,17,1,0,0
ATL,246,18,10,8,0,0
LAX,26,18,8,8,2,0
LGA,71,18,5,6,7,0
MDW,30,18,6,12,0,0
BOS,173,18,3,9,6,0
DEN,349,18,9,9,0,0
MKE,155,18,0,16,2,0
SFO,22,18,4,0,14,0
DFW,23,18,16,1,1,0
MEM,44,18,18,0,0,0
RDU,43,18,4,9,5,0
JFK,203,18,1,16,1,0
STL,98,18,18,0,0,0
CAK,67,18,1,16,1,0
HPN,52,18,0,18,0,0
LAX,28,18,12,1,5,0
ATL,358,17,7,6,4,0
PHL,356,17,2,13,2,0
TPA,354,17,1,16,0,0
LAX,351,17,16,1,0,0
LGA,335,17,6,4,7,0
JFK,312,17,2,12,3,0
BOS,335,17,7,5,5,0
ORD,360,17,4,13,0,0
LAS,308,17,2,0,15,0
LAS,257,17,3,14,0,0
MSY,256,17,0,17,0,0
SAN,352,17,7,10,0,0
EWR,169,17,4,1,12,0
DTW,100,17,16,0,1,0
DFW,238,17,13,0,4,0
DFW,216,17,8,7,2,0
IAH,65,17,1,16,0,0
LGA,157,17,1,3,13,0
BOS,345,17,3,6,8,0
DFW,361,17,3,14,0,0
ATL,188,17,16,0,1,0
LGA,195,17,12,0,5,0
DTW,59,17,14,3,0,0
TPA,52,17,2,12,3,0
PHL,208,17,2,6,9,0
MSP,353,17,3,9,5,0
MKE,158,17,0,16,1,0
EWR,166,17,3,5,9,0
ATL,20,17,8,9,0,0
IAD,167,17,2,5,10,0
DTW,161,17,4,6,7,0
ATL,162,17,11,6,0,0
RDU,222,17,0,6,11,0
DTW,78,17,12,3,2,0
TPA,232,17,2,15,0,0
MEM,34,17,7,7,3,0
GEG,26,17,0,16,1,0
PHL,100,17,17,0,0,0
IAH,180,17,3,10,4,0
DCA,94,17,6,6,5,0
ATL,5,17,4,11,2,0
DEN,90,17,6,8,3,0
DFW,246,17,5,12,0,0
PHL,231,17,0,17,0,0
MDW,42,17,5,8,4,0
RDU,356,17,1,13,3,0
SAT,100,17,17,0,0,0
PHX,100,17,15,1,1,0
PHL,319,17,5,4,8,0
ASE,8,17,0,16,1,0
MEM,52,17,6,8,3,0
PBI,52,17,0,13,4,0
JFK,219,17,2,15,0,0
BUF,67,17,1,14,2,0
BOS,190,17,9,4,4,0
BOS,157,17,5,1,11,0
ATL,64,17,13,1,3,0
DTW,90,17,4,2,11,0
ORD,129,17,10,2,5,0
IAH,68,17,17,0,0,0
IAH,78,17,0,17,0,0
IAD,67,17,6,6,5,0
MSP,122,17,4,7,6,0
DEN,26,17,1,15,1,0
MSP,99,17,17,0,0,0
DFW,55,17,7,6,4,0
MSN,47,17,0,15,2,0
CVG,34,17,2,9,6,0
ATL,90,17,9,1,7,0
ROC,31,17,0,14,3,0
CLT,40,17,16,0,1,0
IAD,40,17,12,0,5,0
CID,34,17,3,11,3,0
LGA,162,17,9,4,4,0
IAD,32,17,17,0,0,0
LAX,16,17,16,0,1,0
ORD,210,17,14,3,0,0
IND,42,17,0,12,5,0
LGA,188,17,13,3,1,0
COS,75,17,0,17,0,0
STL,34,17,0,13,4,0
LGA,115,17,10,6,1,0
LAS,34,17,5,11,1,0
DFW,22,17,11,3,3,0
EWR,1,17,5,2,10,0
DFW,13,17,11,5,1,0
BOS,41,17,6,6,5,0
BOS,201,17,2,6,9,0
LAX,36,17,8,9,0,0
BOS,90,17,7,3,7,0
LAX,2,17,14,0,3,0
ASE,34,17,0,17,0,0
DTW,28,17,5,7,5,0
CVG,2,17,17,0,0,0
PHX,255,17,1,16,0,0
LGA,268,17,7,0,10,0
MKE,358,17,1,9,7,0
PHL,99,17,17,0,0,0
STL,42,17,2,13,2,0
MEM,43,17,13,1,3,0
IAD,222,17,6,6,5,0
CID,6,17,0,17,0,0
DTW,30,17,9,3,5,0
ORD,302,17,2,1,14,0
DEN,3,17,6,11,0,0
CLT,25,17,16,1,0,0
DTW,2,17,17,0,0,0
STL,36,17,3,13,1,0
RNO,26,17,0,16,1,0
MSP,349,16,1,14,1,0
BDL,354,16,0,16,0,0
DFW,226,16,11,5,0,0
AUS,257,16,0,16,0,0
SAT,255,16,1,15,0,0
DEN,255,16,1,15,0,0
MIA,67,16,7,8,1,0
LGA,217,16,10,5,1,0
ORD,218,16,14,1,1,0
RDU,226,16,1,7,8,0
DCA,214,16,3,3,10,0
EWR,215,16,10,0,6,0
JAX,235,16,0,15,1,0
CLT,34,16,4,8,4,0
DEN,202,16,15,0,1,0
DEN,206,16,16,0,0,0
BOS,183,16,4,5,7,0
ORD,203,16,12,2,2,0
DEN,204,16,6,9,1,0
LAX,30,16,10,0,6,0
LGA,136,16,2,6,8,0
MSP,159,16,4,10,2,0
MKE,156,16,0,16,0,0
BWI,42,16,8,6,2,0
ATL,159,16,9,5,2,0
IAD,174,16,5,4,7,0
LGA,181,16,6,1,9,0
ATL,180,16,3,4,9,0
ORD,227,16,7,5,4,0
CMH,36,16,1,15,0,0
DFW,138,16,16,0,0,0
ORF,249,16,1,15,0,0
PHX,353,16,5,7,4,0
DEN,122,16,5,5,6,0
LAX,142,16,13,2,1,0
ORD,133,16,12,3,1,0
ATL,352,16,3,12,1,0
LAS,99,16,16,0,0,0
BOS,132,16,2,4,10,0
MSN,159,16,0,12,4,0
ORD,196,16,16,0,0,0
BOS,91,16,3,5,8,0
DCA,101,16,12,3,1,0
SFO,209,16,10,1,5,0
ATL,23,16,14,1,1,0
JFK,63,16,5,11,0,0
MCI,34,16,1,12,3,0
SDF,42,16,0,13,3,0
ATL,174,16,10,1,5,0
LAS,191,16,6,3,7,0
DCA,203,16,15,1,0,0
ORD,61,16,11,4,1,0
DCA,66,16,3,7,6,0
DEN,63,16,6,10,0,0
CLE,257,16,2,14,0,0
EWR,100,16,13,2,1,0
SFO,52,16,7,9,0,0
LAX,141,16,14,2,0,0
PHX,352,16,5,11,0,0
SFO,176,16,7,0,9,0
JFK,53,16,1,14,1,0
MSP,157,16,3,2,11,0
MSP,5,16,1,12,3,0
CVG,223,16,4,7,5,0
ATL,41,16,3,9,4,0
DEN,6,16,2,11,3,0
SFO,23,16,1,0,15,0
MSP,52,16,3,8,5,0
CVG,31,16,3,8,5,0
MSP,42,16,2,9,5,0
PIT,52,16,2,12,2,0
DEN,121,16,7,9,0,0
LAX,42,16,10,3,3,0
IAD,34,16,8,7,1,0
DEN,365,16,11,5,0,0
MEM,26,16,4,12,0,0
CLT,208,16,2,4,10,0
ORD,26,16,13,3,0,0
PHX,351,16,14,2,0,0
MEM,244,16,0,15,1,0
CLT,140,16,6,1,9,0
EWR,159,16,4,9,3,0
DFW,1,16,16,0,0,0
MEM,78,16,13,3,0,0
SEA,99,16,16,0,0,0
MEM,51,16,2,13,1,0
SFO,12,16,6,10,0,0
CLT,67,16,2,10,4,0
BOS,35,16,4,5,7,0
GRB,5,16,0,15,1,0
CLE,52,16,2,13,1,0
CMH,52,16,0,16,0,0
DEN,2,16,14,1,1,0
DFW,15,16,10,6,0,0
DTW,353,15,0,12,3,0
LGA,358,15,6,3,6,0
CVG,357,15,14,1,0,0
EWR,352,15,3,10,2,0
MSN,361,15,1,11,3,0
MDW,358,15,1,14,0,0
ALB,354,15,1,14,0,0
MEM,353,15,1,13,1,0
DEN,351,15,9,5,1,0
SFO,308,15,11,1,3,0
DTW,252,15,4,4,7,0
PNS,244,15,0,15,0,0
JFK,29,15,7,7,1,0
CRP,255,15,0,15,0,0
DFW,235,15,7,7,1,0
RDU,227,15,1,7,7,0
ATL,214,15,6,2,7,0
HPN,354,15,1,14,0,0
DCA,190,15,9,3,3,0
BOS,209,15,8,6,1,0
ORD,198,15,13,2,0,0
DFW,205,15,8,2,5,0
EWR,3,15,2,2,11,0
LAS,189,15,15,0,0,0
DEN,160,15,8,6,1,0
JFK,101,15,3,5,7,0
DCA,180,15,3,6,6,0
ATL,166,15,10,3,2,0
ATL,161,15,6,2,7,0
SFO,355,15,1,13,1,0
CLT,178,15,2,4,9,0
PHX,257,15,1,11,3,0
LAX,160,15,10,5,0,0
ATL,251,15,5,5,5,0
OAK,3,15,9,5,1,0
MSY,258,15,2,13,0,0
BOS,79,15,5,1,9,0
DFW,29,15,12,0,3,0
PHL,129,15,5,3,7,0
IAD,156,15,5,3,7,0
LAS,42,15,9,5,1,0
DEN,228,15,5,8,2,0
DEN,156,15,8,7,0,0
DTW,41,15,6,7,2,0
CLT,167,15,4,2,9,0
BOS,119,15,9,3,3,0
JFK,94,15,3,11,1,0
ATL,202,15,8,6,1,0
RDU,99,15,15,0,0,0
LAS,3,15,6,6,3,0
IAD,365,15,14,1,0,0
IND,361,15,2,12,1,0
SJC,99,15,15,0,0,0
SAN,99,15,15,0,0,0
CLE,34,15,3,9,3,0
IAH,46,15,0,15,0,0
LAX,260,15,10,3,2,0
BNA,42,15,4,7,4,0
EWR,85,15,14,0,1,0
BOS,60,15,1,14,0,0
DEN,65,15,9,6,0,0
CLT,66,15,1,11,3,0
IAD,56,15,8,3,4,0
LAS,36,15,6,7,2,0
SJC,357,15,8,7,0,0
ORD,57,15,10,1,4,0
MSP,63,15,5,4,6,0
BOS,188,15,13,2,0,0
LAX,22,15,12,0,3,0
RDU,205,15,3,5,7,0
MDW,71,15,14,1,0,0
LAX,257,15,0,14,1,0
ATL,68,15,10,2,3,0
DAL,147,15,3,9,3,0
DFW,5,15,4,10,1,0
BWI,63,15,8,7,0,0
PHX,77,15,4,10,1,0
DFW,31,15,8,4,3,0
RIC,52,15,0,14,1,0
IAD,158,15,6,5,4,0
MFR,335,15,0,14,1,0
LGA,53,15,0,15,0,0
LGA,45,15,10,0,5,0
IAH,67,15,4,9,2,0
DCA,35,15,6,6,3,0
ATL,57,15,14,0,1,0
ATL,43,15,4,6,5,0
ORD,50,15,15,0,0,0
SAT,77,15,1,14,0,0
SEA,222,15,13,2,0,0
MSP,31,15,3,7,5,0
EWR,49,15,4,0,11,0
DEN,29,15,4,11,0,0
FLL,354,15,1,14,0,0
SFO,38,15,6,4,5,0
IND,34,15,2,9,4,0
MIA,52,15,3,12,0,0
BDL,36,15,1,12,2,0
CID,5,15,0,15,0,0
DFW,222,15,7,3,5,0
CLT,189,15,5,6,4,0
IAH,100,15,10,5,0,0
EWR,99,15,13,1,1,0
MEM,351,15,1,10,4,0
ASE,61,15,0,15,0,0
LGA,201,15,2,2,11,0
ORD,197,15,10,4,1,0
SLC,9,15,8,7,0,0
LAS,77,15,6,9,0,0
ASE,5,15,1,14,0,0
LAX,9,15,12,0,3,0
PIT,36,15,3,10,2,0
ORD,87,15,13,0,2,0
SLC,33,15,1,14,0,0
LGA,164,15,8,5,2,0
ATL,347,14,12,0,2,0
LGA,361,14,4,10,0,0
DFW,357,14,10,4,0,0
BOS,352,14,5,3,6,0
ATW,362,14,1,13,0,0
MKE,353,14,4,9,1,0
GRR,356,14,0,14,0,0
CLT,356,14,3,10,1,0
MEM,361,14,8,4,2,0
PHX,357,14,5,8,1,0
DEN,354,14,4,9,1,0
PHL,321,14,4,0,10,0
ORD,301,14,8,0,6,0
DAL,352,14,10,4,0,0
SAN,295,14,2,12,0,0
ATL,252,14,2,2,10,0
MCI,100,14,13,1,0,0
CHS,249,14,1,11,2,0
CLT,257,14,0,9,5,0
LAX,65,14,4,10,0,0
DAL,260,14,0,14,0,0
LAS,255,14,3,11,0,0
AUS,255,14,0,14,0,0
MSY,248,14,0,14,0,0
ATL,227,14,9,3,2,0
ORD,224,14,11,2,1,0
DCA,219,14,8,2,4,0
CLT,231,14,2,12,0,0
DEN,218,14,4,3,7,0
CLT,223,14,3,4,7,0
CLT,47,14,4,3,7,0
DTW,216,14,7,4,3,0
DFW,140,14,13,0,1,0
CVG,362,14,8,4,2,0
MIA,183,14,0,14,0,0
BOS,257,14,2,6,6,0
DTW,257,14,3,7,4,0
DFW,335,14,14,0,0,0
LGA,184,14,12,1,1,0
JFK,188,14,7,6,1,0
DEN,211,14,14,0,0,0
IAD,41,14,13,0,1,0
CVG,208,14,1,7,6,0
SFO,196,14,10,0,4,0
MIA,169,14,2,12,0,0
EWR,168,14,1,2,11,0
DCA,174,14,7,4,3,0
PHL,161,14,1,6,7,0
ATL,156,14,12,0,2,0
ORD,175,14,14,0,0,0
ORD,162,14,6,3,5,0
RIC,354,14,0,14,0,0
IAD,173,14,2,5,7,0
CVG,155,14,1,10,3,0
CLT,180,14,6,4,4,0
LAX,174,14,9,1,4,0
PHL,155,14,7,3,4,0
MSP,55,14,0,3,11,0
ORD,231,14,6,8,0,0
JFK,151,14,0,6,8,0
BNA,34,14,1,8,5,0
PHX,6,14,7,4,3,0
JFK,129,14,1,13,0,0
ORD,139,14,14,0,0,0
BOS,36,14,1,11,2,0
CRP,204,14,0,14,0,0
SFO,100,14,13,1,0,0
IAH,51,14,1,13,0,0
PHL,136,14,3,4,7,0
PHX,365,14,8,6,0,0
DEN,69,14,11,3,0,0
TPA,99,14,14,0,0,0
IAD,100,14,12,1,1,0
LGA,216,14,5,8,1,0
CLT,101,14,11,2,1,0
MHT,43,14,0,12,2,0
IAD,178,14,3,3,8,0
LGA,102,14,11,3,0,0
LGA,62,14,10,3,1,0
SFO,197,14,10,0,4,0
LFT,244,14,0,14,0,0
MCO,356,14,1,13,0,0
ORD,108,14,13,1,0,0
SMF,356,14,1,12,1,0
ORD,79,14,8,1,5,0
MKE,81,14,1,8,5,0
LAS,237,14,5,7,2,0
LAX,255,14,2,12,0,0
CVG,68,14,13,0,1,0
DEN,195,14,12,2,0,0
DFW,67,14,1,10,3,0
ATL,62,14,9,3,2,0
PHX,99,14,14,0,0,0
MSP,66,14,3,9,2,0
IAH,178,14,6,7,1,0
PHX,52,14,4,7,3,0
SDF,67,14,0,12,2,0
DEN,47,14,5,6,3,0
LAX,63,14,10,4,0,0
ATL,157,14,8,1,5,0
ASE,358,14,1,12,1,0
LAX,127,14,14,0,0,0
MSP,51,14,2,12,0,0
ORD,117,14,14,0,0,0
MEM,94,14,9,2,3,0
ATL,91,14,6,1,7,0
BOS,51,14,5,9,0,0
LAX,353,14,5,8,1,0
DTW,86,14,13,0,1,0
GRR,36,14,0,13,1,0
DCA,34,14,6,4,4,0
ATL,230,14,10,4,0,0
PHX,71,14,14,0,0,0
DTW,208,14,2,4,8,0
ATL,40,14,8,5,1,0
DSM,36,14,4,9,1,0
PHX,3,14,6,7,1,0
MEM,47,14,4,5,5,0
DEN,28,14,6,3,5,0
CLT,36,14,0,11,3,0
LAX,62,14,8,4,2,0
MKE,42,14,4,7,3,0
LAX,78,14,10,3,1,0
MKE,52,14,0,14,0,0
ORD,53,14,11,3,0,0
MHT,13,14,0,14,0,0
DEN,42,14,8,5,1,0
IAD,36,14,4,7,3,0
MCO,42,14,1,13,0,0
DCA,64,14,7,4,3,0
LAX,5,14,12,2,0,0
ATL,205,14,11,1,2,0
PHL,80,14,3,9,2,0
JAN,244,14,0,14,0,0
LAX,357,14,7,7,0,0
DAL,259,14,0,13,1,0
IAD,4,14,14,0,0,0
PDX,99,14,14,0,0,0
LAS,4,14,8,5,1,0
LGA,18,14,3,11,0,0
ORD,14,14,13,1,0,0
CID,47,14,0,13,1,0
DFW,43,14,6,3,5,0
PVD,366,14,0,14,0,0
PHL,67,14,3,9,2,0
SFO,87,14,10,0,4,0
MKE,5,14,1,12,1,0
LGA,28,14,4,2,8,0
MCI,77,14,1,12,1,0
EWR,255,14,0,9,5,0
PIT,42,14,4,7,3,0
PHL,94,14,6,3,5,0
ANC,356,13,1,12,0,0
CVG,363,13,12,0,1,0
CVG,361,13,1,10,2,0
ORD,363,13,10,1,2,0
IAD,356,13,0,12,1,0
LAX,355,13,3,10,0,0
CID,343,13,1,10,2,0
MSP,351,13,2,8,3,0
IND,354,13,0,12,1,0
DFW,356,13,3,8,2,0
BDL,366,13,2,11,0,0
BUF,363,13,1,12,0,0
LAS,357,13,4,8,1,0
SJC,356,13,0,13,0,0
OAK,356,13,0,13,0,0
OMA,354,13,1,11,1,0
SJC,352,13,9,4,0,0
PHL,351,13,3,4,6,0
LAS,351,13,11,2,0,0
SFO,349,13,5,1,7,0
LAX,345,13,12,1,0,0
ORD,323,13,13,0,0,0
SNA,335,13,1,10,2,0
LAX,324,13,9,3,1,0
DFW,302,13,2,0,11,0
SAN,100,13,13,0,0,0
CLT,255,13,5,7,1,0
MEM,257,13,1,10,2,0
OKC,257,13,0,12,1,0
HRL,255,13,1,12,0,0
MEM,1,13,13,0,0,0
DFW,231,13,3,10,0,0
DFW,230,13,12,1,0,0
DAL,261,13,0,13,0,0
IAD,214,13,5,5,3,0
ATW,5,13,1,12,0,0
ATL,216,13,7,3,3,0
MCO,208,13,2,10,1,0
DFW,203,13,8,3,2,0
ORD,239,13,11,2,0,0
ORD,219,13,13,0,0,0
CVG,222,13,3,5,5,0
ORD,226,13,9,4,0,0
DFW,194,13,6,2,5,0
MCI,99,13,13,0,0,0
BOS,206,13,6,5,2,0
LGA,209,13,5,3,5,0
DCA,206,13,11,1,1,0
MCI,51,13,5,8,0,0
DTW,222,13,2,2,9,0
HRL,205,13,0,13,0,0
PHX,189,13,9,1,3,0
SDF,51,13,1,12,0,0
SRQ,231,13,0,13,0,0
MRY,3,13,1,8,4,0
LGA,213,13,12,0,1,0
DCA,220,13,3,1,9,0
DFW,192,13,12,1,0,0
SAN,3,13,1,10,2,0
MSP,164,13,4,2,7,0
DCA,164,13,6,1,6,0
LGA,168,13,2,4,7,0
ATL,155,13,8,1,4,0
HRL,206,13,11,1,1,0
ATL,173,13,3,2,8,0
CVG,167,13,2,6,5,0
IAD,180,13,7,1,5,0
MSP,156,13,1,6,6,0
DCA,48,13,7,3,3,0
CLT,353,13,2,11,0,0
EWR,175,13,0,3,10,0
MEM,358,13,7,3,3,0
LGA,156,13,6,0,7,0
BTR,351,13,0,12,1,0
DFW,128,13,12,1,0,0
LAX,154,13,6,3,4,0
DFW,27,13,9,1,3,0
RAP,122,13,0,7,6,0
EWR,203,13,6,0,7,0
LGA,151,13,1,6,6,0
CLT,173,13,2,3,8,0
SAN,303,13,2,8,3,0
LAX,126,13,11,1,1,0
MCO,99,13,13,0,0,0
BNA,100,13,11,2,0,0
LAS,84,13,11,0,2,0
DFW,166,13,9,3,1,0
BOS,102,13,10,1,2,0
DEN,335,13,2,9,2,0
BOS,77,13,5,7,1,0
IAD,118,13,9,1,3,0
PHF,52,13,0,10,3,0
CVG,94,13,3,4,6,0
BOS,66,13,6,3,4,0
DFW,2,13,12,1,0,0
DTW,16,13,5,3,5,0
LAX,50,13,10,1,2,0
TLH,235,13,0,13,0,0
SAN,33,13,2,7,4,0
ATL,215,13,11,2,0,0
PHX,101,13,13,0,0,0
LAX,66,13,7,5,1,0
LAS,44,13,11,2,0,0
IND,36,13,2,9,2,0
ATL,89,13,12,0,1,0
PVD,52,13,1,12,0,0
RDU,100,13,13,0,0,0
PHL,269,13,3,3,7,0
HRL,204,13,0,13,0,0
DSM,354,13,1,12,0,0
ORD,114,13,5,5,3,0
IAH,47,13,3,8,2,0
LAX,256,13,1,12,0,0
IAH,36,13,0,12,1,0
RDU,36,13,2,10,1,0
CLE,69,13,13,0,0,0
DEN,67,13,7,6,0,0
SFO,84,13,9,1,3,0
LAX,12,13,6,7,0,0
DCA,77,13,4,8,1,0
ORD,54,13,11,1,1,0
CVG,217,13,0,12,1,0
PHX,4,13,6,3,4,0
PHX,67,13,6,7,0,0
RDU,31,13,1,7,5,0
LAX,197,13,12,1,0,0
DEN,54,13,7,6,0,0
JFK,231,13,2,10,1,0
CLT,214,13,7,2,4,0
DTW,6,13,2,10,1,0
ORD,305,13,12,1,0,0
DCA,41,13,4,6,3,0
PIT,34,13,4,7,2,0
BOS,34,13,4,5,4,0
DEN,8,13,2,9,2,0
SAN,77,13,3,10,0,0
SAN,42,13,5,7,1,0
SFO,33,13,6,3,4,0
OMA,36,13,0,11,2,0
LAX,27,13,8,3,2,0
PVD,13,13,0,13,0,0
ATL,12,13,2,11,0,0
DFW,95,13,10,2,1,0
CLT,31,13,2,3,8,0
DEN,215,13,12,1,0,0
OAK,43,13,10,3,0,0
CMH,42,13,1,9,3,0
DCA,366,13,4,8,1,0
ORD,104,13,12,0,1,0
DCA,85,13,11,0,2,0
PHX,27,13,5,6,2,0
LGA,350,13,3,2,8,0
SGF,77,13,3,9,1,0
MLI,34,13,0,10,3,0
SEA,3,13,5,8,0,0
CLT,7,13,2,10,1,0
DEN,216,13,7,5,1,0
DEN,10,13,7,5,1,0
ATL,236,13,11,0,2,0
BOS,319,13,2,2,9,0
ORD,315,13,10,3,0,0
SGF,42,13,0,13,0,0
MEM,56,13,8,4,1,0
LAS,35,13,10,3,0,0
LGA,255,13,5,8,0,0
LAX,225,13,13,0,0,0
LGA,211,13,8,3,2,0
MEM,89,13,6,5,2,0
CLT,29,13,6,2,5,0
ORD,18,13,7,4,2,0
DCA,91,13,4,3,6,0
HOU,246,13,2,11,0,0
MSP,30,13,6,3,4,0
BNA,354,13,2,11,0,0
IAD,25,13,12,1,0,0
DFW,129,13,10,0,3,0
IAD,33,13,12,1,0,0
IAD,18,13,6,6,1,0
MDW,353,13,4,9,0,0
ORD,149,13,13,0,0,0
OKC,77,13,0,13,0,0
BOS,2,13,12,0,1,0
ATL,3,13,11,1,1,0
XNA,77,13,2,10,1,0
PHX,42,13,8,4,1,0
ASE,355,12,2,10,0,0
SLC,362,12,8,4,0,0
PHL,347,12,8,1,3,0
LGA,366,12,2,10,0,0
JFK,362,12,2,8,2,0
HNL,347,12,12,0,0,0
DCA,351,12,4,6,2,0
ROC,354,12,0,11,1,0
IAH,354,12,2,10,0,0
BWI,366,12,2,10,0,0
SLC,361,12,3,9,0,0
CMH,354,12,1,11,0,0
HOU,351,12,8,4,0,0
SJC,350,12,7,4,1,0
OAK,350,12,11,1,0,0
PHL,349,12,8,0,4,0
ATL,334,12,10,1,1,0
EWR,320,12,3,1,8,0
LAX,329,12,12,0,0,0
BOS,299,12,4,3,5,0
LAX,305,12,6,0,6,0
JFK,346,12,1,8,3,0
LAX,301,12,5,6,1,0
TUL,77,12,0,12,0,0
SFO,13,12,10,2,0,0
IAD,48,12,10,1,1,0
SFO,85,12,12,0,0,0
MEM,237,12,3,5,4,0
DFW,237,12,10,0,2,0
ATL,229,12,12,0,0,0
BOS,195,12,11,0,1,0
DCA,213,12,12,0,0,0
PHX,43,12,6,5,1,0
LGA,58,12,9,3,0,0
DEN,229,12,11,1,0,0
LAX,354,12,3,8,1,0
CLT,227,12,4,2,6,0
DCA,157,12,2,1,9,0
PIA,34,12,0,8,4,0
LAX,307,12,8,0,4,0
BOS,162,12,9,2,1,0
DTW,194,12,5,1,6,0
DFW,190,12,11,0,1,0
DFW,209,12,12,0,0,0
IAD,181,12,8,0,4,0
ORD,190,12,10,0,2,0
JFK,206,12,6,6,0,0
PHX,350,12,10,1,1,0
